id,effectiveTime,active,moduleId,refsetId,referencedComponentId,targetComponentId,id_1,definitionStatusId,id_2,refsetId_2,referencedComponentId_2,valueId,id_3,refsetId_3,referencedComponentId_3,id_4,refsetId_4,referencedComponentId_4,acceptabilityId,id_5,refsetId_5,referencedComponentId_5,mapGroup,mapPriority,mapRule,mapAdvice,mapTarget,correlationId,mapCategoryId,id_6,refsetId_6,referencedComponentId_6,mapTarget_6,id_9,refsetId_9,referencedComponentId_9,attributeDescription,attributeType,attributeOrder,id_10,refsetId_10,referencedComponentId_10,descriptionFormat,descriptionLength,id_11,refsetId_11,referencedComponentId_11,domainId,grouped,attributeCardinality,attributeInGroupCardinality,ruleStrengthId,contentTypeId,id_12,refsetId_12,referencedComponentId_12,rangeConstraint,attributeRule,ruleStrengthId_12,contentTypeId_12,id_13,refsetId_13,referencedComponentId_13,domainConstraint,parentDomain,proximalPrimitiveConstraint,proximalPrimitiveRefinement,domainTemplateForPrecoordination,domainTemplateForPostcoordination,guideURL,id_14,refsetId_14,referencedComponentId_14,mrcmRuleRefsetId,id_15,refsetId_15,referencedComponentId_15,sourceEffectiveTime,targetEffectiveTime,id_16,conceptId,languageCode,typeId,term,caseSignificanceId,id_18,refsetId_18,referencedComponentId_18,owlExpression,id_19,sourceId,destinationId,relationshipGroup,typeId_19,characteristicTypeId,modifierId,id_20,sourceId_20,value,relationshipGroup_20,typeId_20,characteristicTypeId_20,modifierId_20,id_21,sourceId_21,destinationId_21,relationshipGroup_21,typeId_21,characteristicTypeId_21,modifierId_21,id_22,conceptId_22,languageCode_22,typeId_22,term_22,caseSignificanceId_22,referencedMemberId,id_8,effectiveTime_16,active_16,moduleId_16,typeId_16,alternateIdentifier,identifierSchemeId,effectiveTime_20,active_20,moduleId_20,effectiveTime_22,active_22,moduleId_22
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,807f775b-1d66-5069-b58e-a37ace985dcf,9.00000000000538e+17,9.0000000000055e+17,9.0000000000054e+17,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103011.0,126815003.0,en,9.00000000000013e+17,Neoplasm of lateral wall of oropharynx,9.0000000000002e+17,,,,,101021.0,10000006.0,29857009.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,807f775b-1d66-5069-b58e-a37ace985dcf,9.00000000000538e+17,9.0000000000055e+17,9.0000000000054e+17,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103011.0,126815003.0,en,9.00000000000013e+17,Neoplasm of lateral wall of oropharynx,9.0000000000002e+17,,,,,102025.0,10000006.0,9972008.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,807f775b-1d66-5069-b58e-a37ace985dcf,9.00000000000538e+17,9.0000000000055e+17,9.0000000000054e+17,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103011.0,126815003.0,en,9.00000000000013e+17,Neoplasm of lateral wall of oropharynx,9.0000000000002e+17,,,,,103024.0,1000004.0,19130008.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013.0,126813005.0,en,9.00000000000013e+17,Neoplasm of anterior aspect of epiglottis,9.0000000000002e+17,,,,,100022.0,100000000.0,102272007.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013.0,126813005.0,en,9.00000000000013e+17,Neoplasm of anterior aspect of epiglottis,9.0000000000002e+17,,,,,101021.0,10000006.0,29857009.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013.0,126813005.0,en,9.00000000000013e+17,Neoplasm of anterior aspect of epiglottis,9.0000000000002e+17,,,,,102025.0,10000006.0,9972008.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013.0,126813005.0,en,9.00000000000013e+17,Neoplasm of anterior aspect of epiglottis,9.0000000000002e+17,,,,,103024.0,1000004.0,19130008.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102018.0,126814004.0,en,9.00000000000013e+17,Neoplasm of junctional region of epiglottis,9.0000000000002e+17,,,,,100022.0,100000000.0,102272007.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102018.0,126814004.0,en,9.00000000000013e+17,Neoplasm of junctional region of epiglottis,9.0000000000002e+17,,,,,101021.0,10000006.0,29857009.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102018.0,126814004.0,en,9.00000000000013e+17,Neoplasm of junctional region of epiglottis,9.0000000000002e+17,,,,,102025.0,10000006.0,9972008.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102018.0,126814004.0,en,9.00000000000013e+17,Neoplasm of junctional region of epiglottis,9.0000000000002e+17,,,,,103024.0,1000004.0,19130008.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006a57-2ab6-524d-8cb5-ab051fb10aaa,20020131,1,900000000000207008,9.00000000000527e+17,165811000.0,313476009.0,101009.0,9.00000000000074e+17,80006347-0187-5de0-9c84-ea1ddf9e3986,9.00000000000489e+17,193284003.0,9.00000000000482e+17,,,,80000755-c5d9-5bd8-bb64-ab8236d240d7,9.00000000000509e+17,2320010.0,9.00000000000548e+17,,,,,,,,,,,80001267-7451-550a-82f0-92cc3bdfe890,9.00000000000497e+17,154938001.0,.E4D4,85d2cadc-65a0-5e0e-aa32-91236adfb1be,9.000000000004561e+17,9.000000000004881e+17,449608002.0,9.00000000000463e+17,0.0,909a711e-b114-5543-841e-242aaa246363,9.00000000000538e+17,9.00000000000013e+17,9.0000000000054e+17,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103011.0,126815003.0,en,9.00000000000013e+17,Neoplasm of lateral wall of oropharynx,9.0000000000002e+17,,,,,100022.0,100000000.0,102272007.0,0.0,116680003.0,9.00000000000011e+17,9.00000000000451e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
