id,effectiveTime,active,moduleId,refsetId,referencedComponentId,attributeDescription,attributeType,attributeOrder,descriptionFormat,descriptionLength,domainId,grouped,attributeCardinality,attributeInGroupCardinality,ruleStrengthId,contentTypeId,mrcmRuleRefsetId,rangeConstraint,attributeRule,sourceEffectiveTime,targetEffectiveTime,domainConstraint,parentDomain,proximalPrimitiveConstraint,proximalPrimitiveRefinement,domainTemplateForPrecoordination,domainTemplateForPostcoordination,guideURL
ba16af1e-b670-5c5b-9e23-6d13f5b15094,20150901,1,449080006,900000000000456007,6011000124106,9.00000000000503e+17,9.00000000000466e+17,3.0,,,,,,,,,,,,,,,,,,,,
ba16af1e-b670-5c5b-9e23-6d13f5b15094,20160901,1,449080006,900000000000456007,6011000124106,9.00000000000503e+17,9.00000000000466e+17,3.0,,,,,,,,,,,,,,,,,,,,
bb1c1394-9901-4fef-b051-5e12273e876e,20220131,1,900000000000012004,900000000000456007,1193542003,1193546000.0,9.00000000000461e+17,2.0,,,,,,,,,,,,,,,,,,,,
bb31ab1b-97ea-4c39-bec6-d7692f8a8f14,20170731,1,900000000000207008,900000000000456007,734139008,9.00000000000532e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
bb933629-0cfd-42c8-9842-0142f9125545,20170731,1,900000000000012004,900000000000456007,723604009,723602008.0,707000009.0,3.0,,,,,,,,,,,,,,,,,,,,
bbdcc9fc-5bc6-415a-a5ee-c5adfc569bd5,20170131,1,900000000000207008,900000000000456007,723264001,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
bbf29d58-0261-56ff-9e00-499d1144d409,20020131,1,900000000000207008,900000000000456007,900000000000490003,9.00000000000493e+17,9.00000000000461e+17,1.0,,,,,,,,,,,,,,,,,,,,
bbfcaf7c-ea7d-5cde-b019-49ed20a86c38,20020131,1,900000000000207008,900000000000456007,900000000000498005,9.000000000005e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
bd5ff048-6119-4ad9-af2e-9c77bf276811,20220131,1,900000000000012004,900000000000456007,1193544002,9.000000000005e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
be0dbd9a-ed11-4aef-9c83-f52563c730ad,20170731,1,900000000000207008,900000000000456007,447250001,9.00000000000505e+17,9.00000000000465e+17,5.0,,,,,,,,,,,,,,,,,,,,
be894464-bfc2-4f50-bd01-069061331269,20170731,1,900000000000012004,900000000000456007,723589008,723567009.0,707000009.0,3.0,,,,,,,,,,,,,,,,,,,,
be9045fa-e675-50cc-8e27-56d3d0d73f22,20110731,1,900000000000207008,900000000000456007,447570008,447257003.0,9.00000000000461e+17,2.0,,,,,,,,,,,,,,,,,,,,
c2170093-c21e-4089-a156-f34bc2eeabc8,20170731,1,900000000000207008,900000000000456007,734139008,9.00000000000533e+17,9.00000000000461e+17,1.0,,,,,,,,,,,,,,,,,,,,
c31a2eb4-7b67-4da7-8713-93e3fd8eeac1,20210131,1,900000000000012004,900000000000456007,1119468009,1119454002.0,1119437005.0,1.0,,,,,,,,,,,,,,,,,,,,
c31c1216-814f-42b5-accb-afbfeaab0e46,20170731,1,900000000000207008,900000000000456007,900000000000480006,449608002.0,9.0000000000046e+17,0.0,,,,,,,,,,,,,,,,,,,,
c37f6816-f1ab-465e-851a-66d2bc4afff7,20210131,1,900000000000012004,900000000000456007,1119435002,449608002.0,1119460002.0,0.0,,,,,,,,,,,,,,,,,,,,
c3bca49d-3f8b-5f92-90e4-6001bc898173,20020131,1,900000000000207008,900000000000456007,447564002,9.00000000000461e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
c3c60ec8-7989-4f20-986b-63743635e232,20170731,1,900000000000012004,900000000000456007,723560006,723601001.0,707000009.0,6.0,,,,,,,,,,,,,,,,,,,,
c4de4be5-6d39-4ae8-8974-ebb1aadf0f93,20180131,1,900000000000012004,900000000000456007,705111002,734866006.0,9.00000000000461e+17,2.0,,,,,,,,,,,,,,,,,,,,
c4fa5a55-f4c2-4b0d-a2d7-e5b077987096,20170731,1,900000000000012004,900000000000456007,723604009,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
c6234a3e-15c0-5453-b4b2-4e3e49758d1f,20020131,1,900000000000207008,900000000000456007,900000000000489007,9.00000000000481e+17,9.00000000000461e+17,1.0,,,,,,,,,,,,,,,,,,,,
c6c886f8-386d-4b5a-9f71-0146ec24a949,20170731,1,900000000000207008,900000000000456007,733618005,447255006.0,9.00000000000478e+17,2.0,,,,,,,,,,,,,,,,,,,,
c73c609c-e3fe-457e-8cb3-f7e8d220a0ab,20220731,1,900000000000207008,900000000000456007,1186924009,9.00000000000533e+17,9.0000000000046e+17,1.0,,,,,,,,,,,,,,,,,,,,
c94f2307-5520-4a31-9dbe-b305c9fb4c1e,20170731,1,900000000000012004,900000000000456007,723604009,723603003.0,707000009.0,4.0,,,,,,,,,,,,,,,,,,,,
ca083ad0-bc5b-5b7b-9641-e3c016af290d,20130731,1,449080006,900000000000456007,447562003,447247004.0,9.00000000000461e+17,6.0,,,,,,,,,,,,,,,,,,,,
cb4d63ba-72f4-5904-9876-83626032e610,20020131,1,900000000000207008,900000000000456007,900000000000456007,9.00000000000459e+17,9.00000000000461e+17,2.0,,,,,,,,,,,,,,,,,,,,
cbd4486f-02e0-4e82-bad4-0e42fb3f9648,20170731,1,900000000000207008,900000000000456007,609331003,9.00000000000504e+17,9.00000000000465e+17,4.0,,,,,,,,,,,,,,,,,,,,
cf88d18f-d05a-407a-bea8-cd46fc79accc,20180131,1,900000000000012004,900000000000456007,705109006,734867002.0,9.00000000000461e+17,3.0,,,,,,,,,,,,,,,,,,,,
d15f041f-5c19-58ce-a46e-0f93ae7d5d10,20110731,1,900000000000207008,900000000000456007,447568004,9.00000000000479e+17,9.00000000000478e+17,1.0,,,,,,,,,,,,,,,,,,,,
d1b62b25-7f20-44e3-bff2-a2cb6062069d,20170731,1,900000000000012004,900000000000456007,723562003,723573005.0,9.00000000000461e+17,3.0,,,,,,,,,,,,,,,,,,,,
d3ffb531-bf7a-49d4-bfef-604f0c07067e,20210131,1,900000000000012004,900000000000456007,1119435002,1119436001.0,1119437005.0,1.0,,,,,,,,,,,,,,,,,,,,
d4759302-3afb-565d-b627-17c78e060134,20130731,1,449080006,900000000000456007,447562003,9.000000000005e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
d6663b5c-e76c-5fb2-ace3-1a668cd874cd,20020131,1,900000000000207008,900000000000456007,447563008,9.00000000000502e+17,9.00000000000478e+17,2.0,,,,,,,,,,,,,,,,,,,,
d7428912-7544-5a88-abda-ef7c1e44c786,20130731,1,449080006,900000000000456007,447562003,9.00000000000503e+17,9.00000000000465e+17,3.0,,,,,,,,,,,,,,,,,,,,
d9f6fb4b-1b3e-5d3f-8faa-afa66fffaf13,20140901,1,449080006,900000000000456007,6011000124106,447247004.0,9.00000000000461e+17,6.0,,,,,,,,,,,,,,,,,,,,
d9f6fb4b-1b3e-5d3f-8faa-afa66fffaf13,20150901,1,449080006,900000000000456007,6011000124106,447247004.0,9.00000000000461e+17,6.0,,,,,,,,,,,,,,,,,,,,
d9f6fb4b-1b3e-5d3f-8faa-afa66fffaf13,20160901,1,449080006,900000000000456007,6011000124106,447247004.0,9.00000000000461e+17,6.0,,,,,,,,,,,,,,,,,,,,
db2496c8-7990-523e-8d16-f8537f5fd599,20020131,1,900000000000207008,900000000000456007,900000000000497000,9.000000000005e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
dc0577f3-c3c2-4cc1-9aa3-f2bf6bee41fa,20170731,1,900000000000012004,900000000000456007,723562003,723575003.0,707000009.0,1.0,,,,,,,,,,,,,,,,,,,,
dd24e563-e194-5a3e-a251-8a5ccf5d8820,20020131,1,900000000000207008,900000000000456007,900000000000538005,9.00000000000544e+17,9.00000000000478e+17,2.0,,,,,,,,,,,,,,,,,,,,
e20ac2fd-f8a8-4b08-b8b6-6e890cd40f5f,20170731,1,900000000000207008,900000000000456007,900000000000516008,9.00000000000518e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
e2945a05-7b66-5931-b6cd-d5fa9a4b917b,20140901,1,449080006,900000000000456007,6011000124106,9.00000000000504e+17,9.00000000000466e+17,4.0,,,,,,,,,,,,,,,,,,,,
e2945a05-7b66-5931-b6cd-d5fa9a4b917b,20150901,1,449080006,900000000000456007,6011000124106,9.00000000000504e+17,9.00000000000466e+17,4.0,,,,,,,,,,,,,,,,,,,,
e2945a05-7b66-5931-b6cd-d5fa9a4b917b,20160901,1,449080006,900000000000456007,6011000124106,9.00000000000504e+17,9.00000000000466e+17,4.0,,,,,,,,,,,,,,,,,,,,
e330bb58-2d31-445c-b270-4ccf799e5845,20170731,1,900000000000012004,900000000000456007,723592007,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
e3394b4a-2617-4e67-8f2b-ac706ba60400,20220731,1,900000000000207008,900000000000456007,1186921001,9.00000000000533e+17,9.0000000000046e+17,1.0,,,,,,,,,,,,,,,,,,,,
e38d3a3f-78cd-4f94-a1c2-66b545b9851b,20180731,1,900000000000012004,900000000000456007,733073007,762677007.0,762678002.0,1.0,,,,,,,,,,,,,,,,,,,,
e5ee9019-55a1-4319-ad7b-6a821e3b0483,20170731,1,900000000000012004,900000000000456007,723592007,723575003.0,707000009.0,1.0,,,,,,,,,,,,,,,,,,,,
e6283035-2e04-5292-a745-929e03a39735,20130731,1,449080006,900000000000456007,447562003,9.00000000000505e+17,9.00000000000465e+17,5.0,,,,,,,,,,,,,,,,,,,,
e713edbc-ffbb-59b6-bf01-7b550c0b4321,20020131,1,900000000000207008,900000000000456007,900000000000456007,9.00000000000458e+17,9.00000000000461e+17,1.0,,,,,,,,,,,,,,,,,,,,
e73fdb92-3838-5447-88d7-ea70d09c1cba,20020131,1,900000000000207008,900000000000456007,900000000000498005,9.00000000000499e+17,9.00000000000465e+17,1.0,,,,,,,,,,,,,,,,,,,,
e79decc2-4c73-4839-86d7-f841590162be,20220131,1,900000000000012004,900000000000456007,1193542003,9.000000000005e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
e85f4d73-ad48-55d6-bbb5-b5769301f12c,20020131,1,900000000000207008,900000000000456007,447563008,9.00000000000504e+17,9.00000000000465e+17,4.0,,,,,,,,,,,,,,,,,,,,
e8f00a4a-0a0c-5f92-a801-354f23625f17,20020131,1,900000000000207008,900000000000456007,900000000000538005,9.00000000000462e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
eb0accdb-0751-488f-bf71-5ba2acd4e50c,20180131,1,900000000000012004,900000000000456007,705111002,447247004.0,9.00000000000461e+17,3.0,,,,,,,,,,,,,,,,,,,,
eb0accdb-0751-488f-bf71-5ba2acd4e50c,20220131,0,900000000000012004,900000000000456007,705111002,447247004.0,9.00000000000461e+17,3.0,,,,,,,,,,,,,,,,,,,,
eb9ea963-215e-59a8-a3fc-a41c2e5702f7,20020131,1,900000000000207008,900000000000456007,900000000000527005,9.00000000000533e+17,9.0000000000046e+17,1.0,,,,,,,,,,,,,,,,,,,,
ed3dbb24-8445-4b2c-bdb6-d6bffcd12937,20180731,1,900000000000012004,900000000000456007,733073007,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
ef2a6d96-b1b8-56fb-b7d1-36a972325892,20140901,1,449080006,900000000000456007,6011000124106,9.00000000000505e+17,9.00000000000466e+17,5.0,,,,,,,,,,,,,,,,,,,,
ef2a6d96-b1b8-56fb-b7d1-36a972325892,20150901,1,449080006,900000000000456007,6011000124106,9.00000000000505e+17,9.00000000000466e+17,5.0,,,,,,,,,,,,,,,,,,,,
ef2a6d96-b1b8-56fb-b7d1-36a972325892,20160901,1,449080006,900000000000456007,6011000124106,9.00000000000505e+17,9.00000000000466e+17,5.0,,,,,,,,,,,,,,,,,,,,
ef3fd984-bcec-466d-afb6-2eaab884eb7d,20170731,1,900000000000012004,900000000000456007,723561005,723603003.0,707000009.0,4.0,,,,,,,,,,,,,,,,,,,,
f135da11-add3-52ce-b4a3-e23fe76108f6,20020131,1,900000000000207008,900000000000456007,900000000000456007,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
f56987dc-91fd-4b06-ba4e-b7f8d3c71ef8,20170731,1,900000000000012004,900000000000456007,723563008,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
f665c90d-f77b-40bf-9486-acf69c941492,20170731,1,900000000000207008,900000000000456007,447258008,447257003.0,9.0000000000046e+17,2.0,,,,,,,,,,,,,,,,,,,,
f6d9647b-6ee6-400d-9c7f-77818fa1f986,20231201,1,900000000000012004,900000000000456007,1292995002,9.00000000000518e+17,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
f74c1630-76b4-4ae0-9ecb-00b2adf203a0,20170731,1,900000000000207008,900000000000456007,609331003,447247004.0,9.00000000000461e+17,6.0,,,,,,,,,,,,,,,,,,,,
f8ffb213-4045-4e13-aa43-f1c4ab37ae4a,20180731,1,900000000000012004,900000000000456007,762676003,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
f9e7c5aa-d4cf-4545-91b5-a6a236e13843,20170731,1,900000000000012004,900000000000456007,723589008,723568004.0,707000009.0,4.0,,,,,,,,,,,,,,,,,,,,
fa8ccc10-69f6-4a01-bcc8-300e4e90f4c5,20170731,1,900000000000012004,900000000000456007,723604009,723573005.0,9.00000000000461e+17,5.0,,,,,,,,,,,,,,,,,,,,
fe9670bc-1864-4207-a2a4-c025dccf32c0,20220131,1,900000000000012004,900000000000456007,1193544002,1193546000.0,9.00000000000461e+17,2.0,,,,,,,,,,,,,,,,,,,,
02aa10ba-8681-4b61-8595-3faa6e047640,20170731,1,900000000000012004,900000000000456007,723589008,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
02b017a7-f7cd-46c5-b08b-f6b96a500d75,20170731,1,900000000000012004,900000000000456007,723604009,723574004.0,9.00000000000461e+17,6.0,,,,,,,,,,,,,,,,,,,,
0328c732-d156-42ef-b54f-d8d459fe7f56,20170731,0,900000000000207008,900000000000456007,447564002,449608002.0,9.00000000000461e+17,0.0,,,,,,,,,,,,,,,,,,,,
032d1b2f-c397-4a95-9e36-f0a6fe74c707,20170731,1,900000000000012004,900000000000456007,723592007,723573005.0,9.00000000000461e+17,3.0,,,,,,,,,,,,,,,,,,,,
056ad630-6005-4681-8382-81efe123c801,20220131,1,900000000000012004,900000000000456007,705111002,1193546000.0,9.00000000000461e+17,3.0,,,,,,,,,,,,,,,,,,,,
061825b3-9fdb-4871-93f5-46a967d175f2,20170731,1,900000000000012004,900000000000456007,723562003,723576002.0,707000009.0,2.0,,,,,,,,,,,,,,,,,,,,
06522d4b-2512-4c08-9ab6-2a2a0ef2e660,20140131,1,900000000000207008,900000000000456007,900000000000530003,9.00000000000532e+17,9.0000000000046e+17,0.0,,,,,,,,,,,,,,,,,,,,
07282932-6d67-4bf0-b63d-0c9a82c06800,20140131,1,900000000000207008,900000000000456007,900000000000528000,9.00000000000533e+17,9.0000000000046e+17,1.0,,,,,,,,,,,,,,,,,,,,
